destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytess,flow_packetss,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packetss,bwd_packetss,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,downup_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length1,fwd_avg_bytesbulk,fwd_avg_packetsbulk,fwd_avg_bulk_rate,bwd_avg_bytesbulk,bwd_avg_packetsbulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label,attack_type,y
1443,48,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,166666.6667,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
443,11773623,9,8,1442,6185,769,0,160.2222222222,283.6515370035,2920,2,773.125,1087.9517370467,647.8039937239,1.4439055845,735851.4375,2489120.4396577,9955436,3,1818184,227273.0,545444.829795959,1574481,129,11737508,1676786.85714286,3720968.66905234,9999009,3,0,0,0,0,192,164,0.7644206036,0.679484981,0,2920,423.7222222222,793.7338274818,630013.388888889,0,0,0,1,0,0,0,0,0,448.6470588235,160.2222222222,773.125,192,0,0,0,0,0,0,9,1442,8,6185,8192,31529,8,20,1818184.0,0.0,1818184,1818184,9955436.0,0.0,9955436,9955436,benign,benign,0
53,38416,1,1,101,165,101,101,101.0,0.0,165,165,165.0,0.0,6924.1982507289,52.0616409829,38416.0,0.0,38416,38416,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,26.0308204915,26.0308204915,101,165,122.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,183.5,101.0,165.0,32,0,0,0,0,0,0,1,101,1,165,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
53,23531,1,1,47,175,47,47,47.0,0.0,175,175,175.0,0.0,9434.3631804853,84.9942628873,23531.0,0.0,23531,23531,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.4971314436,42.4971314436,47,175,89.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,134.5,47.0,175.0,32,0,0,0,0,0,0,1,47,1,175,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
53,47509,1,1,80,158,80,80,80.0,0.0,158,158,158.0,0.0,5009.5771327538,42.0972868299,47509.0,0.0,47509,47509,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,21.0486434149,21.0486434149,80,158,106.0,45.0333209968,2028.0,0,0,0,0,0,0,0,0,1,159.0,80.0,158.0,32,0,0,0,0,0,0,1,80,1,158,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,10724493,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.797335035,0.466222506,2681123.25,5360409.182,10700000,352,10700000,2681123.25,5360409.182,10700000,352,0,0.0,0.0,0,0,0,0,0,0,100,0,0.466222506,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2756.0,0.0,2756,2756,10700000.0,0.0,10700000,10700000,ddos,ddos,1
3476,66,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,121212.1212,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,15151.51515,15151.51515,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
1782,74,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,108108.1081,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13513.51351,13513.51351,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
6007,42,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,190476.1905,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
53,31036,1,1,45,397,45,45,45.0,0.0,397,397,397.0,0.0,14241.5259698415,64.4412939812,31036.0,0.0,31036,31036,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,44,32.2206469906,32.2206469906,45,397,162.3333333333,203.2272947547,41301.3333333333,0,0,0,0,0,0,0,0,1,243.5,45.0,397.0,32,0,0,0,0,0,0,1,45,1,397,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
443,18998254,11,12,2139,7521,890,0,194.4545454545,349.1450597206,1460,0,626.75,641.5963223937,508.4677781442,1.210637567,863557.0,3238256.39245215,14975179,3,4023072,402307.2,1094537.06690554,3511238,94,18955863,1723260.27272727,4529334.84630786,15001259,3,0,0,0,0,232,252,0.5790005755,0.6316369915,0,1460,402.5,551.2319010141,303856.608695652,0,0,0,1,0,0,0,0,1,420.0,194.4545454545,626.75,232,0,0,0,0,0,0,11,2139,12,7521,8192,12,10,20,4023072.0,0.0,4023072,4023072,14975179.0,0.0,14975179,14975179,benign,benign,0
53,60687,1,1,91,219,91,91,91.0,0.0,219,219,219.0,0.0,5108.1780282433,32.955987279,60687.0,0.0,60687,60687,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.4779936395,16.4779936395,91,219,133.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,200.5,91.0,219.0,32,0,0,0,0,0,0,1,91,1,219,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
443,295725,9,7,534,4444,206,0,59.3333333333,81.3218912717,2860,0,634.8571428571,1065.7234520224,16833.2065263336,54.1043198918,19715.0,35351.4303428548,134426,1,295725,36965.625,44280.4590534261,134426,2,118465,19744.1666666667,25871.7584204605,61709,1,0,0,0,0,192,152,30.4336799391,23.6706399527,0,2860,292.8235294118,718.6279666223,516426.154411765,0,0,0,1,0,0,0,0,0,311.125,59.3333333333,634.8571428571,192,0,0,0,0,0,0,9,534,7,4444,8192,343,8,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
5357,48,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,166666.6667,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,5805017,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6890591363,1935005.66666667,3317376.22516535,5765514,17,5805017,2902508.5,4048901.20724876,5765514,39503,0,0.0,0.0,0,0,0,0,0,0,104,40,0.5167943522,0.1722647841,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
3211,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,149028,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,201.3044529,33.55074214,37257.0,73194.15424,147046,1,149028,37257.0,73194.15424,147046,1,0,0.0,0.0,0,0,0,0,0,0,100,0,33.55074214,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
53,62565,1,1,54,121,54,54,54.0,0.0,121,121,121.0,0.0,2797.0910253337,31.9667545752,62565.0,0.0,62565,62565,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15.9833772876,15.9833772876,54,121,76.3333333333,38.6824680357,1496.3333333333,0,0,0,0,0,0,0,0,1,114.5,54.0,121.0,20,0,0,0,0,0,0,1,54,1,121,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,5537083,4,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0836030451,1107416.6,2433684.51519056,5460791,52,5537083,1845694.33333333,3130858.4002574,5460898,37016,37071,37071.0,0.0,37071,37071,0,0,0,0,136,80,0.7224020301,0.361201015,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,136,0,0,0,0,0,0,4,0,2,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
53,30402,1,1,53,104,53,53,53.0,0.0,104,104,104.0,0.0,5164.1339385567,65.7851457141,30402.0,0.0,30402,30402,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.892572857,32.892572857,53,104,70.0,29.4448637287,867.0,0,0,0,0,0,0,0,0,1,105.0,53.0,104.0,20,0,0,0,0,0,0,1,53,1,104,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,3022918,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,9.924185836,1.654030973,755729.5,1509543.197,3020044,1,3022918,755729.5,1509543.197,3020044,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.654030973,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
49904,497,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4024.1448692153,497.0,0.0,497,497,497,497.0,0.0,497,497,0,0.0,0.0,0,0,0,0,0,0,64,0,4024.1448692153,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,357,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,10621757,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.824391483,0.470731914,2655439.25,5309537.188,10600000,3,10600000,2655439.25,5309537.188,10600000,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.470731914,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2012.0,0.0,2012,2012,10600000.0,0.0,10600000,10600000,ddos,ddos,1
53,23300,1,1,45,173,45,45,45.0,0.0,173,173,173.0,0.0,9356.2231759657,85.8369098712,23300.0,0.0,23300,23300,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.9184549356,42.9184549356,45,173,87.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,131.5,45.0,173.0,32,0,0,0,0,0,0,1,45,1,173,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
443,1446303,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,8.2970166003,1.3828361,1446303.0,0.0,1446303,1446303,1446303,1446303.0,0.0,1446303,1446303,0,0.0,0.0,0,0,0,0,0,0,40,0,1.3828361,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
2967,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,149144,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,160.9183071,26.81971786,49714.66667,85248.06751,148149,3,149144,49714.66667,85248.06751,148149,3,0,0.0,0.0,0,0,0,0,0,0,80,0,26.81971786,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
53,50351,1,1,57,111,57,57,57.0,0.0,111,111,111.0,0.0,3336.5772278604,39.7211574745,50351.0,0.0,50351,50351,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19.8605787373,19.8605787373,57,111,75.0,31.1769145362,972.0,0,0,0,0,0,0,0,0,1,112.5,57.0,111.0,20,0,0,0,0,0,0,1,57,1,111,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,804567,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,14458.70885,11.18614112,100570.875,283989.5713,803409,3,780,390.0,461.0336213,716,64,804518,160903.6,359171.591,803409,3,0,0,0,0,72,132,3.728713706,7.457427411,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
443,10332288,8,11,1325,7802,658,0,165.625,266.4099620081,1689,2,709.2727272727,762.1803055589,883.3474250815,1.8388957025,574016.0,2352361.2546796,9998693,2,333593,47656.1428571429,75139.4724638313,211962,3,10299302,1029930.2,3151676.23623151,9998763,2,0,0,0,0,172,224,0.7742718747,1.0646238278,0,1689,456.35,644.5765868505,415478.97631579,0,0,0,1,0,0,0,0,1,480.3684210526,165.625,709.2727272727,172,0,0,0,0,0,0,8,1325,11,7802,8192,31584,7,20,333593.0,0.0,333593,333593,9998693.0,0.0,9998693,9998693,benign,benign,0
443,69407,10,7,578,5769,211,0,57.8,82.0092135745,1460,0,824.1428571429,685.5840402099,91446.1077412941,244.9320673707,4337.9375,6047.6151714953,16813,3,69407,7711.8888888889,6926.0806276791,17135,3,44082,7347.0,10473.2976086809,20902,48,0,0,0,0,212,152,144.0776866887,100.8543806821,0,1460,352.6111111111,565.1937865369,319444.016339869,0,0,0,1,0,0,0,0,0,373.3529411765,57.8,824.1428571429,212,0,0,0,0,0,0,10,578,7,5769,8192,62,9,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
53,34780472,2,2,103,183,61,42,51.5,13.4350288425,125,58,91.5,47.3761543395,8.2230051392,0.1150070649,11593490.6666667,20012995.2033059,34702505,30652,34733157,34733157.0,0.0,34733157,34733157,34749820,34749820.0,0.0,34749820,34749820,0,0,0,0,76,72,0.0575035324,0.0575035324,42,125,65.6,34.355494466,1180.3,0,0,0,0,0,0,0,0,1,82.0,51.5,91.5,76,0,0,0,0,0,0,2,103,2,183,-1,-1,1,32,30652.0,0.0,30652,30652,34702505.0,0.0,34702505,34702505,benign,benign,0
443,17899707,10,12,2014,1212,581,0,201.4,257.3817743699,325,0,101.0,137.984847653,180.226413762,1.2290703976,852367.0,3070148.11184539,14016581,3,3883126,431458.444444445,844643.543901525,2444528,96,17871381,1624671.0,4205182.46701776,14075445,3,0,0,0,0,212,252,0.5586683626,0.6704020351,0,581,140.2608695652,200.1359123176,40054.3833992095,0,0,0,1,0,0,0,0,1,146.6363636364,201.4,101.0,212,0,0,0,0,0,0,10,2014,12,1212,8192,5120,9,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,10616777,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.825716317,0.470952719,2654194.25,5305733.311,10600000,1,10600000,2654194.25,5305733.311,10600000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.470952719,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3983.0,0.0,3983,3983,10600000.0,0.0,10600000,10600000,ddos,ddos,1
443,88808196,13,8,1398,691,971,0,107.5384615385,266.6082067331,173,42,86.375,60.7405195424,23.522603702,0.2364646614,4440409.8,14104236.3668624,58656951,40,88808196,7400683.0,17880318.5028195,58656951,224,88773445,12681920.7142857,22562824.1926069,58692059,246,1,0,0,0,416,256,0.1463828857,0.0900817758,0,971,97.0454545455,205.1402487203,42082.5216450216,0,1,0,0,1,0,0,0,0,101.6666666667,107.5384615385,86.375,416,0,0,0,0,0,0,13,1398,8,691,328,138,4,32,1604604.5,2219550.9104953,3174064,35145,42780052.0,22453325.8942278,58656951,26903153,benign,benign,0
80,9134753,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.62732884,0.43788814,3044917.667,5273097.36,9133766,0,9134753,3044917.667,5273097.36,9133766,0,0,0.0,0.0,0,0,0,0,0,0,80,0,0.43788814,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,987.0,0.0,987,987,9133766.0,0.0,9133766,9133766,ddos,ddos,1
80,4769915,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.031536201,0.838589367,1589971.667,2753017.153,4768882,2,4769915,1589971.667,2753017.153,4768882,2,0,0.0,0.0,0,0,0,0,0,0,80,0,0.838589367,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
80,46645,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,249265.7305,192.9467253,5830.625,11304.68359,31038,1,31995,15997.5,21372.30246,31110,885,46573,9314.6,14033.24319,31924,51,0,0,0,0,72,132,64.31557509,128.6311502,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
53,30932,1,1,49,117,49,49,49.0,0.0,117,117,117.0,0.0,5366.6106297685,64.6579593948,30932.0,0.0,30932,30932,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.3289796974,32.3289796974,49,117,71.6666666667,39.2598183049,1541.3333333333,0,0,0,0,0,0,0,0,1,107.5,49.0,117.0,20,0,0,0,0,0,0,1,49,1,117,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,116505494,24,22,2067,9948,715,0,86.125,217.985702064,1460,0,452.1818181818,654.3189579259,103.1281838091,0.3948311656,2589010.97777778,4333278.32641663,10183552,-1,116505494,5065456.26086957,5087365.18533218,10335980,1,113418884,5400899.23809524,5203412.29051367,10337455,1,0,0,0,0,500,452,0.205998869,0.1888322966,0,1460,255.6382978723,504.0820078869,254098.670675301,0,0,0,1,0,0,0,0,0,261.1956521739,86.125,452.1818181818,500,0,0,0,0,0,0,24,2067,22,9948,29200,512,23,20,225374.636363636,241975.681433599,954956,151660,10085082.3636364,49412.714182228,10183552,9964009,benign,benign,0
53,30721,2,2,90,158,45,45,45.0,0.0,79,79,79.0,0.0,8072.6538849647,130.2040949188,10240.3333333333,17730.7154489979,30714,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,65.1020474594,65.1020474594,45,79,58.6,18.6225669552,346.8,0,0,0,0,0,0,0,0,1,73.25,45.0,79.0,40,0,0,0,0,0,0,2,90,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
2001,103,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,77669.90291,19417.47573,103.0,0.0,103,103,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,9708.737864,9708.737864,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,1108712,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,10486.94341,6.313632395,184785.3333,450815.6445,1105006,32,3216,1608.0,2012.425899,3031,185,1108680,369560.0,636916.5971,1105006,375,0,0,0,0,72,92,2.705842455,3.60778994,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
80,538750,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,21592.57541,16.70533643,67343.75,190017.21,537612,14,820,410.0,452.54834,730,90,538734,107746.8,240302.2343,537612,14,0,0,0,0,72,132,5.568445476,11.13689095,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
80,931292,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,12484.80605,9.663993678,116411.5,324787.1075,920169,14,10744,5372.0,7229.459731,10484,260,931231,186246.2,410301.5659,920169,14,0,0,0,0,72,132,3.221331226,6.442662452,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
13783,24,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,333333.3333,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,41666.66667,41666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
51656,650329,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,18.4521988101,3.0753664684,650329.0,0.0,650329,650329,650329,650329.0,0.0,650329,650329,0,0.0,0.0,0,0,0,0,0,0,40,0,3.0753664684,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,11256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
9502,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
32785,42,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,190476.1905,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
5033,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
2045,37,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,216216.2162,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,27027.02703,27027.02703,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
4449,134,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,59701.49254,14925.37313,134.0,0.0,134,134,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,7462.686567,7462.686567,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,9567753,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.50842596,0.418070993,3189251.0,5523943.038,9567751,1,9567753,3189251.0,5523943.038,9567751,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.418070993,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2.0,0.0,2,2,9567751.0,0.0,9567751,9567751,ddos,ddos,1
